"","resp2","resp1","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11"
"1893",0,0.86,0.505,10,-10.087,0.0491,0.000326,0.876,0.0907,0.698,139.986,422280,4
"1894",0,0.621,0.874,5,-8.38,0.0684,0.000125,0.411,0.06,0.593,124.982,430835,4
"1895",1,0.965,0.374,2,-3.858,0.0423,0.00045,0.879,0.28,0.241,174.024,193240,4
"1896",0,0.791,0.676,11,-7.765,0.0661,0.0839,0.0379,0.262,0.197,168.008,148120,4
"1897",1,0.989,0.626,1,-0.217,0.0945,0.00084,0.00941,0.28,0.349,149.973,222400,4
"1898",1,0.969,0.795,1,-9.605,0.0522,0.000636,0.867,0.104,0.0359,127.994,467189,4
"1899",0,0.839,0.427,10,-4.867,0.209,0.00707,2.21e-05,0.345,0.463,155.047,223855,3
"1900",1,0.987,0.424,9,-1.6,0.224,9.08e-05,0.107,0.693,0.198,150.09,198400,4
"1901",1,0.928,0.643,7,-5.72,0.0482,0.00107,0.836,0.116,0.116,137.993,480000,4
"1902",1,0.979,0.685,7,-1.728,0.191,0.000948,0.00181,0.201,0.4,175.022,318606,4
"1903",1,0.442,0.851,1,-10.01,0.313,0.18,0,0.101,0.323,130.086,147749,4
"1904",0,0.949,0.74,10,-6.13,0.0619,0.000251,0.502,0.0773,0.254,127.01,427742,4
"1905",1,0.961,0.613,1,-1.118,0.192,0.0306,4.55e-05,0.271,0.613,168.002,140714,4
"1906",1,0.968,0.64,7,-5.24,0.0609,0.00102,0.696,0.0568,0.201,129.994,346937,4
"1907",1,0.611,0.589,8,-9.281,0.147,0.0805,0,0.846,0.209,121.99,244140,4
"1908",1,0.801,0.675,2,-8.508,0.0613,9.72e-05,0.852,0.0979,0.188,125.996,510968,4
"1909",1,0.506,0.827,1,-4.339,0.255,0.019,4.78e-06,0.107,0.078,107.924,126928,4
"1910",1,0.809,0.766,1,-6.123,0.279,0.0011,0,0.168,0.325,130.127,188013,4
"1911",1,0.951,0.461,7,-3.356,0.184,0.00493,0.00466,0.364,0.0955,149.905,179700,4
"1912",0,0.799,0.809,11,-9.034,0.0914,0.00325,0.883,0.0551,0.559,124.012,433548,4
"1913",0,0.942,0.488,1,-5.68,0.094,0.00176,0.122,0.347,0.32,150.069,219200,4
"1914",1,0.607,0.619,1,-9.483,0.316,0.206,0,0.113,0.202,195.798,219339,4
"1915",1,0.696,0.834,5,-3.224,0.197,0.11,0,0.13,0.804,188.18,272533,4
"1916",1,0.508,0.762,3,-9.112,0.0919,0.0584,0.00126,0.16,0.37,187.02,302347,4
"1917",0,0.94,0.434,5,-3.772,0.0378,0.00157,0.93,0.107,0.0765,174.993,301914,4
"1918",0,0.954,0.667,0,-8.362,0.0483,0.00804,0.48,0.818,0.0693,144.971,393766,4
"1919",0,0.578,0.759,8,-8.455,0.572,0.197,0,0.205,0.697,116.809,175253,4
"1920",1,0.909,0.699,1,-1.295,0.339,0.00337,0.00616,0.112,0.166,139.894,234857,4
"1921",0,0.551,0.433,0,-10.092,0.0414,0.308,0.887,0.0906,0.201,120.931,228153,4
"1922",1,0.631,0.83,0,-4.949,0.296,0.126,0.224,0.12,0.358,129.021,125557,4
"1923",0,0.877,0.692,1,-7.674,0.106,0.128,0.927,0.111,0.26,115.008,166957,3
"1924",1,0.676,0.555,11,-5.527,0.0845,0.00033,0.000506,0.23,0.581,140.117,138853,4
"1925",1,0.692,0.489,1,-6.672,0.41,0.0322,0.00608,0.315,0.527,193.892,237707,4
"1926",0,0.586,0.896,10,-6.687,0.0559,0.104,0,0.79,0.642,116.971,196653,4
"1927",1,0.922,0.505,2,-3.125,0.352,0.000409,0.837,0.242,0.477,169.936,103452,4
"1928",0,0.636,0.832,6,-10.012,0.161,0.157,0.829,0.107,0.523,134.002,214939,4
"1929",1,0.466,0.66,1,-11.874,0.337,0.0134,0.203,0.114,0.285,170.054,125673,4
"1930",0,0.66,0.804,10,-4.86,0.0726,0.0319,0,0.103,0.257,94.053,169345,4
"1931",1,0.992,0.517,0,-0.367,0.5,0.0112,0,0.836,0.362,150.06,187200,4
"1932",0,0.491,0.787,11,-10.523,0.141,0.261,0.0354,0.199,0.044,209.974,260625,4
"1933",0,0.893,0.757,2,-8.634,0.171,0.0159,0.88,0.225,0.713,150.001,211200,4
"1934",1,0.78,0.809,11,-5.126,0.0983,0.0146,0,0.0722,0.357,128,170841,4
"1935",0,0.586,0.896,10,-6.687,0.0559,0.104,0,0.79,0.642,116.971,196653,4
"1936",0,0.95,0.527,4,-6.797,0.0464,6.83e-05,0.589,0.782,0.487,142.007,423160,4
"1937",1,0.543,0.924,7,-6.612,0.0854,0.432,7.32e-05,0.11,0.104,199.994,183159,4
"1938",0,0.814,0.725,11,-7.64,0.0702,0.058,0.844,0.083,0.296,137.997,386087,4
"1939",0,0.989,0.463,5,-6.07,0.055,0.00394,0.901,0.296,0.443,138,263999,4
"1940",0,0.764,0.697,11,-7.097,0.251,0.00503,0.232,0.41,0.334,145.049,211461,4
"1941",1,0.995,0.47,1,-0.675,0.053,0.114,0.772,0.138,0.412,173.979,281390,4
"1942",1,0.859,0.663,1,-4.617,0.062,0.000596,0.000594,0.0886,0.232,150.008,227200,4
"1943",1,0.967,0.422,11,-3.206,0.153,8.96e-05,0.0352,0.698,0.214,139.999,156553,4
"1944",1,0.455,0.892,9,-11.206,0.292,0.0181,0,0.344,0.473,185.77,206933,4
"1945",0,0.901,0.709,10,-5.279,0.0597,0.0495,9.11e-06,0.24,0.508,124.026,206280,4
"1946",0,0.596,0.809,4,-10.407,0.124,0.054,0.918,0.113,0.102,124.004,450147,4
"1947",0,0.801,0.823,1,-6.632,0.118,0.00575,0.000363,0.168,0.515,140.055,202106,4
"1948",1,0.818,0.738,11,-1.483,0.297,0.000172,0.713,0.0968,0.301,175.117,267429,4
"1949",1,0.894,0.674,1,-3.593,0.186,0.195,0,0.438,0.754,187.946,256640,4
"1950",1,0.402,0.827,1,-11.205,0.0996,0.0157,0.904,0.0745,0.0787,154.013,218182,3
"1951",1,0.301,0.799,7,-11.361,0.185,0.195,0,0.0816,0.511,200.052,186587,4
"1952",0,0.736,0.579,6,-3.863,0.0527,0.31,0,0.198,0.613,127.999,230613,4
"1953",0,0.772,0.73,5,-3.883,0.316,0.0878,0,0.401,0.403,147.053,218103,4
"1954",1,0.801,0.618,3,-3.933,0.0345,0.00128,0.939,0.093,0.143,149.981,252800,4
"1955",0,0.952,0.606,7,-2.158,0.193,0.000474,0.0381,0.917,0.07,149.962,225604,4
"1956",0,0.661,0.949,5,-4.244,0.0572,0.0302,0,0.0454,0.76,209.008,284200,4
"1957",1,0.674,0.635,8,-6.32,0.202,0.394,0,0.112,0.236,160.194,240387,4
"1958",1,0.799,0.609,9,-6.883,0.24,0.33,0,0.108,0.582,157.74,215509,4
"1959",1,0.6,0.877,0,-5.956,0.311,0.25,0,0.0739,0.566,159.986,168750,4
"1960",0,0.778,0.812,10,-13.957,0.292,0.6,4.39e-05,0.11,0.599,175.426,297040,4
"1961",0,0.971,0.806,11,-5.858,0.0594,0.000768,0.839,0.0283,0.675,124.998,179020,4
"1962",1,0.517,0.559,1,-8.75,0.0642,0.311,0,0.0716,0.446,140.158,221266,4
"1963",1,0.81,0.73,1,-12.591,0.0915,0.00526,0.522,0.112,0.136,129.017,366786,4
"1964",1,0.586,0.873,7,-5.184,0.241,0.191,0,0.0849,0.533,185.814,218080,4
"1965",0,0.793,0.521,11,-4.59,0.0621,8.13e-05,0.472,0.14,0.182,137.986,423908,4
"1966",0,0.936,0.629,1,-5.174,0.0724,0.000434,0.453,0.109,0.277,130.027,322000,4
"1967",0,0.948,0.466,5,-7.255,0.131,0.00395,0.000104,0.495,0.077,137.898,188043,4
"1968",1,0.628,0.892,1,-3.832,0.216,0.169,0,0.102,0.676,184.126,266067,4
"1969",1,0.406,0.641,2,-14.725,0.0455,0.0187,0.933,0.496,0.0398,129.959,355042,4
"1970",0,0.857,0.66,4,-4.055,0.405,0.115,0,0.354,0.599,180.002,252693,4
"1971",0,0.718,0.346,4,-4.313,0.0488,0.00306,0,0.118,0.146,148.826,198200,4
"1972",0,0.625,0.898,11,-6.758,0.246,0.0034,0,0.382,0.399,139.999,87429,4
"1973",0,0.645,0.449,4,-4.784,0.0366,0.00956,0.00846,0.107,0.0589,219.692,207442,4
"1974",0,0.95,0.471,5,-2.925,0.261,0.00133,0,0.341,0.426,129.989,191457,4
"1975",1,0.43,0.255,9,-12.564,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
"1976",1,0.967,0.594,1,-2.681,0.0381,0.000413,0.765,0.288,0.487,149.978,257842,4
"1977",1,0.912,0.674,1,-4.864,0.0326,0.000125,0.129,0.0681,0.753,186.728,254480,4
"1978",0,0.963,0.694,5,-3.258,0.314,0.0159,0,0.426,0.213,210.034,317753,4
"1979",0,0.939,0.425,9,-5.22,0.194,0.00623,0,0.0602,0.284,153.997,228312,4
"1980",1,0.885,0.412,1,-5.215,0.0343,0.0155,0.19,0.354,0.388,150.111,146833,4
"1981",1,0.861,0.563,11,-7.448,0.343,0.622,4.86e-06,0.553,0.798,189.968,312907,4
"1982",1,0.559,0.455,1,-11.35,0.41,0.243,0.000134,0.115,0.207,167.82,184137,4
"1983",1,0.697,0.878,1,-9.943,0.277,0.0128,0.000314,0.136,0.771,165.119,134496,4
"1984",1,0.558,0.74,8,-8.115,0.102,0.566,0,0.112,0.421,140.057,220880,4
"1985",1,0.932,0.474,0,-2.376,0.0547,0.00197,9.11e-05,0.0826,0.4,174.903,218057,4
"1986",1,0.961,0.583,9,-2.099,0.15,0.000289,0.000889,0.311,0.174,145.016,247405,4
"1987",1,0.776,0.669,1,-7.076,0.0358,0.00177,1.31e-05,0.143,0.477,200.038,153600,4
"1988",0,0.933,0.507,10,-6.147,0.0462,0.000177,0.666,0.374,0.181,135.992,486618,4
"1989",1,0.531,0.65,4,-8.335,0.0364,0.457,0,0.249,0.487,157.892,258133,4
"1990",1,0.536,0.716,9,-6.032,0.235,0.0819,2.44e-06,0.0951,0.191,132.441,167184,4
"1991",0,0.499,0.612,4,-6.904,0.0546,0.127,0.184,0.146,0.0398,173.021,261901,4
"1992",1,0.923,0.497,2,-4.512,0.137,0.00282,0,0.158,0.667,181.075,198000,4
"1993",0,0.913,0.728,11,-6.865,0.0679,0.00459,0.425,0.0491,0.553,124.998,233453,4
"1994",1,0.953,0.646,2,-1.3,0.279,0.0035,0,0.134,0.745,160.03,204000,4
"1995",1,0.589,0.505,1,-4.061,0.388,0.0457,0,0.104,0.158,199.537,144082,4
"1996",0,0.427,0.64,5,-9.29,0.0241,0.0664,0,0.0579,0.529,149.703,351467,3
"1997",0,0.939,0.29,11,-5.545,0.0689,0.263,0.44,0.274,0.0454,203.968,211227,4
"1998",0,0.561,0.686,10,-9.929,0.191,0.185,0,0.114,0.186,148.775,116240,4
"1999",0,0.66,0.348,11,-7.46,0.383,0.00806,0.0136,0.114,0.145,136.888,300705,4
"2000",0,0.907,0.804,6,-7.26,0.0425,0.00513,0.647,0.0618,0.77,123.003,206829,4
"2001",0,0.894,0.545,3,-5.249,0.0602,0.0122,0.000144,0.383,0.19,129.912,227920,4
"2002",0,0.994,0.516,9,-2.991,0.102,0.00357,0.0163,0.436,0.341,149.988,243040,4
"2003",1,0.698,0.792,1,-6.364,0.172,0.489,0.0788,0.127,0.751,129.971,173938,4
"2004",1,0.613,0.787,2,-6.511,0.0967,0.486,0,0.115,0.0744,122.033,166331,4
"2005",1,0.788,0.824,9,-5.924,0.0484,0.00593,0.706,0.296,0.457,127.988,460266,4
"2006",1,0.929,0.495,11,-0.819,0.395,0.0263,0.00965,0.485,0.184,140.028,244655,4
"2007",1,0.298,0.553,4,-13.342,0.0323,0.235,0.00712,0.16,0.29,175.048,174500,4
"2008",0,0.927,0.651,8,-9.485,0.05,0.00339,0.73,0.109,0.613,139.999,439768,4
"2009",1,0.912,0.483,8,-6.122,0.0529,0.00116,0.85,0.31,0.572,174.982,329143,4
"2010",1,0.609,0.769,1,-5.894,0.357,0.216,0,0.166,0.633,181.902,241307,4
"2011",1,0.98,0.471,1,-1.505,0.195,4.69e-05,0.0483,0.373,0.404,150.051,242800,4
"2012",0,0.977,0.462,10,-4.157,0.0767,0.0053,0.521,0.801,0.183,145.004,201109,4
"2013",1,0.749,0.569,1,-7.294,0.224,0.000161,0,0.0503,0.126,142.97,121920,4
"2014",0,0.886,0.692,10,-3.882,0.119,0.000261,0.655,0.451,0.354,174.058,221573,4
"2015",0,0.713,0.692,10,-4.489,0.351,0.343,0,0.102,0.615,137.36,266080,4
"2016",1,0.522,0.541,1,-9.602,0.445,0.445,0,0.111,0.344,143.5,202199,5
"2017",1,0.724,0.734,11,-5.648,0.267,0.0133,0,0.248,0.256,170.05,203294,4
"2018",1,0.621,0.681,1,-10.024,0.34,0.036,0.00555,0.138,0.428,135.538,298027,4
"2019",0,0.79,0.312,5,-5.893,0.0345,0.000407,0.0759,0.737,0.133,150.118,180817,4
"2020",0,0.798,0.61,1,-11.569,0.0477,0.157,0.969,0.108,0.0738,130.019,345641,3
"2021",1,0.963,0.327,1,-2.877,0.065,0.0139,0,0.187,0.0787,150.036,230391,4
"2022",0,0.295,0.639,0,-11.237,0.544,0.554,3.09e-05,0.3,0.634,173.894,169320,4
"2023",1,0.53,0.91,8,-12.517,0.42,0.266,0,0.0741,0.882,128.039,110002,4
"2024",0,0.375,0.752,6,-10.157,0.204,0.533,0,0.175,0.591,129.995,147673,4
"2025",0,0.873,0.592,11,-8.355,0.0428,6.69e-05,0.906,0.346,0.239,136.001,540340,4
"2026",1,0.843,0.57,10,-4.797,0.0543,0.0481,0,0.0936,0.709,124.981,203560,4
"2027",1,0.664,0.673,2,-4.947,0.115,0.547,0.00151,0.1,0.314,182.746,147749,4
"2028",1,0.778,0.398,11,-11.817,0.067,0.154,0.826,0.087,0.186,135,323170,3
"2029",1,0.487,0.36,9,-10.129,0.0323,0.524,0.012,0.211,0.0438,199.946,251425,4
"2030",0,0.829,0.744,11,-13.163,0.0485,0.0486,0.909,0.111,0.0314,131.016,368400,4
"2031",0,0.938,0.408,5,-2.56,0.121,0.0396,3.46e-06,0.347,0.232,153.002,265098,4
"2032",0,0.63,0.725,11,-9.671,0.245,0.0687,0,0.186,0.363,154.966,173714,4
"2033",1,0.629,0.682,6,-6.073,0.0252,0.142,0,0.0881,0.225,116.932,188676,4
"2034",1,0.54,0.666,7,-10.112,0.0509,0.0573,0.0702,0.0958,0.276,209.814,131840,4
"2035",1,0.657,0.727,5,-6.028,0.0445,0.0189,0,0.122,0.173,150.02,205600,4
"2036",1,0.858,0.599,2,-6.226,0.212,0.103,0.00178,0.234,0.683,131.965,121000,4
"2037",1,0.854,0.741,0,-7.94,0.0458,0.00178,0.864,0.144,0.254,124.991,380160,4
"2038",1,0.765,0.799,11,-2.681,0.217,0.0011,0.0256,0.14,0.0697,145.045,251586,4
"2039",0,0.864,0.556,3,-5.87,0.0584,0.00958,0,0.209,0.4,105.143,216880,4
"2040",1,0.412,0.6,8,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,225882,5
"2041",0,0.389,0.779,11,-11.822,0.339,0.246,1.63e-05,0.327,0.29,116.756,164441,4
"2042",0,0.642,0.827,1,-4.29,0.242,0.00905,1.5e-06,0.0865,0.181,145.004,272153,4
"2043",1,0.599,0.607,11,-6.886,0.0995,0.33,0,0.199,0.562,172.982,253573,4
"2044",1,0.588,0.857,7,-7.979,0.0686,0.00983,0.000309,0.127,0.442,204.012,125578,4
"2045",1,0.715,0.705,7,-14.34,0.0494,0.0182,0.877,0.0824,0.155,133.989,392644,3
"2046",0,0.957,0.447,5,-2.954,0.318,0.0228,0,0.487,0.484,106.458,261400,5
"2047",1,0.68,0.563,0,-5.953,0.39,0.236,3.28e-05,0.122,0.0396,180.218,110000,3
"2048",0,0.739,0.702,11,-10.583,0.0738,0.00198,0.836,0.108,0.0705,127.978,487500,4
"2049",0,0.975,0.577,1,-0.942,0.2,0.00207,3.65e-05,0.162,0.42,149.953,227200,4
"2050",1,0.82,0.305,8,-4.988,0.114,0.0475,0.00156,0.196,0.164,172.935,154567,4
"2051",1,0.673,0.666,6,-7.906,0.218,0.437,1.74e-06,0.137,0.377,148.1,175960,4
"2052",1,0.711,0.721,8,-4.561,0.348,0.0738,0.000289,0.138,0.0751,149.81,159248,4
"2053",1,0.826,0.526,7,-4.198,0.0439,0.0368,0.00773,0.353,0.421,150.005,200304,3
"2054",0,0.782,0.712,6,-10.867,0.0455,0.0115,0.909,0.369,0.417,124.003,402626,4
"2055",1,0.961,0.734,7,-6.809,0.043,1.68e-05,0.835,0.132,0.0333,134.004,371092,4
"2056",0,0.682,0.611,8,-11.394,0.0724,0.273,0.531,0.156,0.0349,139.908,234000,4
"2057",1,0.984,0.536,9,-4.744,0.0478,6.16e-05,0.623,0.656,0.364,144.988,446897,4
"2058",1,0.639,0.777,7,-11.696,0.0943,0.00298,0.873,0.108,0.313,128.025,405000,4
"2059",0,0.982,0.536,10,-4.889,0.0652,0.000118,0.639,0.26,0.661,145.016,497053,4
"2060",0,0.631,0.654,11,-8.507,0.292,0.134,4.44e-05,0.151,0.309,135.875,197721,4
"2061",0,0.995,0.634,3,-2.133,0.0444,0.101,0.0841,0.351,0.599,124.007,167903,4
"2062",1,0.787,0.598,1,-6.758,0.0388,0.00336,0.657,0.65,0.0848,142.011,467760,4
"2063",1,0.76,0.717,9,-4.892,0.164,0.786,0.000188,0.107,0.669,212.64,210861,4
"2064",0,0.987,0.698,8,-0.734,0.167,0.0227,0.000558,0.343,0.266,129.763,92308,4
"2065",1,0.698,0.59,11,-4.262,0.0286,0.000176,0,0.107,0.352,191.95,224093,4
"2066",1,0.893,0.241,8,-5.791,0.462,0.0181,0,0.255,0.434,163.04,119572,4
"2067",1,0.575,0.877,7,-11.42,0.141,0.398,0.000105,0.0921,0.603,107.992,133486,4
"2068",1,0.658,0.521,8,-5.638,0.0899,0.0248,0,0.234,0.261,159.504,196205,4
"2069",0,0.761,0.313,4,-8.509,0.266,0.442,0,0.741,0.591,162.606,237107,4
"2070",0,0.73,0.633,1,-5.423,0.0496,0.000473,0.74,0.323,0.776,171.979,253606,4
"2071",0,0.612,0.499,4,-5.947,0.127,0.171,4.99e-05,0.0993,0.218,157.218,217801,4
"2072",1,0.867,0.307,11,-4.273,0.112,0.00946,0,0.0726,0.598,149.879,211200,4
"2073",1,0.845,0.526,8,-4.491,0.076,0.0131,0.00241,0.193,0.189,129.96,211846,4
"2074",0,0.821,0.508,10,-7.416,0.454,0.0329,7.05e-06,0.594,0.345,176.51,169467,4
"2075",1,0.523,0.732,2,-10.163,0.081,0.0155,0.883,0.127,0.417,119.985,144000,4
"2076",1,0.546,0.448,4,-6.672,0.086,0.321,0,0.52,0.403,123.513,219400,4
"2077",1,0.896,0.588,1,-1.779,0.0525,0.00152,0.00159,0.072,0.112,174.046,250264,4
"2078",1,0.764,0.695,1,-8.135,0.0566,0.129,0.000609,0.105,0.109,132.978,144361,4
"2079",1,0.722,0.544,11,-5.995,0.423,0.00436,1.13e-05,0.346,0.505,178.204,159164,4
"2080",1,0.769,0.835,1,-11.693,0.434,0.0393,0,0.135,0.775,156.996,128235,4
"2081",0,0.617,0.707,6,-8.446,0.21,0.0222,0,0.345,0.534,160.003,186627,4
"2082",1,0.533,0.418,7,-6.867,0.0663,0.0426,0.786,0.128,0.0423,120.065,144797,4
"2083",0,0.577,0.79,2,-8.152,0.295,0.363,0,0.25,0.535,190.088,210354,4
"2084",0,0.914,0.798,10,-6.354,0.0783,0.0195,0.86,0.329,0.751,125.006,222768,4
"2085",1,0.974,0.6,1,-5.148,0.0868,0.0572,0.858,0.0553,0.671,149.998,236407,4
"2086",1,0.631,0.698,1,-5.643,0.259,0.33,0,0.0964,0.402,80.776,234099,4
"2087",0,0.72,0.956,11,-13.476,0.137,0.000844,0,0.0597,0.961,127.872,183427,4
"2088",0,0.976,0.677,5,-6.255,0.0501,8.15e-05,0.806,0.284,0.181,145.001,450207,4
"2089",1,0.385,0.305,7,-10.063,0.0429,0.879,0.00135,0.463,0.453,114.605,132493,4
"2090",0,0.931,0.38,9,-3.71,0.0848,0.00684,0.00142,0.515,0.455,149.966,274843,4
"2091",1,0.932,0.537,6,-3.11,0.1,0.000144,0.284,0.0382,0.0448,150.066,185600,4
"2092",1,0.53,0.645,2,-8.126,0.0768,0.265,0.308,0.107,0.214,158.828,184929,4
"2093",0,0.982,0.781,6,-8.579,0.137,0.000498,0.507,0.0604,0.793,121.102,450253,4
"2094",1,0.492,0.904,2,-9.657,0.155,0.00119,0.364,0.125,0.257,149.982,223275,4
"2095",1,0.575,0.658,5,-5.55,0.039,0.763,3.49e-06,0.366,0.263,187.954,137253,4
"2096",1,0.921,0.592,7,-4.649,0.0633,0.000417,0.809,0.111,0.543,139.98,319473,4
"2097",0,0.975,0.349,11,-2.876,0.29,0.00021,0.000878,0.683,0.11,150.007,258403,4
"2098",0,0.494,0.84,10,-6.787,0.184,0.179,0.000243,0.202,0.34,114.986,77401,4
"2099",0,0.739,0.807,9,-7.493,0.488,0.156,0,0.146,0.553,188.074,166286,4
"2100",1,0.613,0.763,1,-8.276,0.344,0.0468,0,0.3,0.436,198.574,201227,4
"2101",0,0.951,0.617,1,-1.567,0.111,0.0132,0.000201,0.877,0.326,140.118,239953,4
"2102",0,0.958,0.572,1,-8.515,0.0708,0.0304,0.776,0.194,0.173,138.36,346920,4
"2103",1,0.75,0.78,1,-3.5,0.205,0.00344,0.00122,0.346,0.348,150.02,201600,4
"2104",0,0.797,0.827,8,-7.569,0.106,0.0253,0,0.11,0.313,123.988,278710,4
"2105",1,0.439,0.487,0,-11.316,0.392,0.742,0,0.091,0.369,183.164,231067,4
"2106",1,0.937,0.484,2,-2.182,0.0672,0.00131,0.181,0.105,0.0395,174.059,282845,4
"2107",1,0.55,0.657,9,-6.406,0.0475,0.301,0,0.0786,0.42,160.006,207507,4
"2108",0,0.801,0.524,7,-4.439,0.4,0.0674,0,0.273,0.56,111.014,174351,4
"2109",1,0.902,0.56,1,-6.037,0.0349,0.00648,0.000124,0.0935,0.54,107.025,252958,4
"2110",0,0.609,0.324,5,-6.37,0.0463,0.00157,0.000187,0.105,0.0357,120.118,216010,4
"2111",0,0.895,0.695,1,-7.142,0.0688,2.21e-05,0.869,0.105,0.142,128.996,421626,4
"2112",1,0.921,0.48,1,-1.95,0.214,0.00672,0,0.235,0.227,148.71,145548,4
"2113",1,0.88,0.712,7,-6.233,0.0443,0.0209,0.143,0.434,0.656,140.021,464636,4
"2114",0,0.952,0.664,6,-5.993,0.0625,0.000151,0.765,0.0979,0.0399,138.023,453351,4
"2115",1,0.537,0.768,1,-10.79,0.0816,0.00785,0.00367,0.114,0.27,166.98,141557,4
"2116",1,0.552,0.755,9,-5.604,0.288,0.0967,0,0.158,0.402,153.157,193973,4
"2117",1,0.948,0.641,7,-6.299,0.0615,2.45e-05,0.79,0.0907,0.284,148.029,445946,4
"2118",1,0.959,0.703,1,-3.201,0.149,0.000695,4.1e-06,0.223,0.344,150.032,262400,4
"2119",1,0.87,0.655,6,-6.32,0.052,0.000128,0.682,0.919,0.36,147.988,402766,4
"2120",1,0.598,0.714,1,-7.028,0.0674,0.313,0.609,0.108,0.35,118.995,182521,4
"2121",0,0.965,0.504,10,-1.918,0.0526,0.000597,0.835,0.163,0.407,175.029,323809,4
"2122",0,0.335,0.787,5,-4.837,0.0826,0.125,0.00444,0.132,0.582,119.185,171433,4
"2123",1,0.751,0.826,1,-5.26,0.254,0.0587,0,0.0813,0.647,148.998,185000,4
"2124",1,0.995,0.511,7,-3.505,0.0641,0.000278,0.733,0.212,0.551,139.991,406964,4
"2125",0,0.934,0.561,4,-3.277,0.131,0.043,0.381,0.21,0.313,150.052,255000,4
"2126",1,0.579,0.659,3,-7.47,0.356,0.0376,0,0.114,0.356,140.078,182700,4
"2127",0,0.808,0.883,1,-3.158,0.183,0.0317,0,0.207,0.805,119.012,232065,4
"2128",1,0.575,0.814,11,-9.635,0.0635,0.172,0.000291,0.109,0.288,120.004,192833,4
"2129",1,0.562,0.589,9,-6.399,0.0578,0.00636,0.85,0.112,0.0872,174.029,270025,4
"2130",0,0.723,0.143,1,-3.459,0.0389,0.0761,0.000135,0.0836,0.0399,154.993,242138,4
"2131",0,0.936,0.903,8,-4.947,0.0863,0.00761,0.0289,0.0188,0.762,128,217734,4
"2132",1,0.923,0.633,9,-6.798,0.0655,0.00169,0.89,0.127,0.0369,141.994,527324,4
"2133",0,0.726,0.674,11,-3.813,0.141,0.126,1.56e-06,0.115,0.443,160.067,144090,4
"2134",1,0.62,0.774,9,-9.225,0.49,0.233,6.91e-06,0.221,0.172,116.031,234688,4
"2135",0,0.622,0.64,11,-11.606,0.0424,0.0927,0.826,0.481,0.132,133.33,331440,4
"2136",0,0.324,0.691,4,-9.711,0.0351,0.942,0.00016,0.098,0.218,189.9,112918,4
"2137",0,0.649,0.634,6,-7.505,0.0486,0.0315,0,0.482,0.509,180.964,237507,4
"2138",0,0.603,0.729,6,-6.736,0.0666,0.0948,0,0.113,0.207,134.972,243976,4
"2139",0,0.731,0.68,4,-8.283,0.187,0.021,0,0.0873,0.228,195.788,274286,4
"2140",1,0.977,0.58,3,-2.566,0.22,0.0267,0.00275,0.119,0.227,150.106,217600,4
"2141",1,0.873,0.637,7,-6.447,0.109,0.00603,0.363,0.662,0.175,127.028,453543,4
"2142",1,0.17,0.436,1,-9.549,0.347,0.833,0.00116,0.118,0.188,200.226,192168,4
"2143",1,0.694,0.748,1,-7.616,0.0861,0.0616,0.000167,0.331,0.197,115.044,134609,4
"2144",1,0.694,0.512,10,-10.296,0.063,0.021,0.927,0.203,0.188,120.948,143802,4
"2145",0,0.783,0.274,9,-10.414,0.144,0.00148,0.605,0.148,0.0788,112.065,207879,4
"2146",0,0.955,0.405,1,-1.92,0.0489,0.000648,0.0758,0.195,0.161,174.007,253793,4
"2147",1,0.884,0.76,6,-9.298,0.0503,0.00122,0.913,0.0703,0.336,122.989,218767,4
"2148",1,0.891,0.772,1,-3.029,0.183,0.128,0,0.323,0.849,190.612,217440,4
"2149",1,0.782,0.651,2,-6.566,0.0323,0.0179,0.0417,0.449,0.0617,128.093,258750,4
"2150",0,0.744,0.798,7,-5.328,0.136,0.33,0.000106,0.292,0.794,164.712,260000,4
"2151",1,0.973,0.534,0,-2.452,0.0823,0.0088,0.423,0.111,0.347,171.968,360000,4
"2152",0,0.655,0.901,11,-10.085,0.273,0.00743,0.00629,0.173,0.807,192.01,255533,4
"2153",1,0.956,0.595,2,-6.908,0.0509,0.000249,0.729,0.11,0.578,150.008,222400,4
"2154",0,0.666,0.596,10,-10.429,0.0411,0.801,0.893,0.135,0.128,127.995,202506,3
"2155",1,0.609,0.761,8,-7.226,0.309,0.182,0,0.0793,0.485,160.911,168447,4
"2156",1,0.942,0.624,6,-4.148,0.0386,0.0527,0.839,0.142,0.611,123.982,205161,4
"2157",1,0.709,0.492,2,-8.799,0.0607,0.238,0.842,0.1,0.0965,128.012,398105,4
"2158",0,0.705,0.752,1,-4.893,0.138,0.125,0,0.0919,0.694,129.966,240375,4
"2159",0,0.621,0.861,1,-9.649,0.065,0.0173,0.336,0.108,0.342,124.997,446842,4
"2160",0,0.96,0.803,9,-3.342,0.0429,0.0157,0.0242,0.0566,0.547,125.99,231271,4
"2161",1,0.651,0.694,8,-10.374,0.138,0.00398,7.69e-06,0.369,0.152,112.496,201875,4
"2162",1,0.681,0.835,8,-4.357,0.111,0.249,0,0.18,0.687,113.989,202087,4
"2163",1,0.981,0.671,7,-6.938,0.0812,6.95e-05,0.88,0.918,0.341,147.018,476735,4
