"","resp2","resp1","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11"
"10358",1,0.351,0.906,7,-10.18,0.239,0.00591,0,0.109,0.315,143.891,200000,4
"10359",1,0.494,0.771,1,-6.045,0.168,0.000555,0,0.113,0.226,168.822,129334,4
"10360",1,0.619,0.621,11,-7.644,0.0646,0.0031,0.0105,0.155,0.221,128.496,268947,4
"10361",0,0.811,0.296,0,-5.408,0.0669,0.00766,0.0105,0.127,0.166,160.059,237000,4
"10362",0,0.963,0.716,11,-3.518,0.0405,0.00119,0.857,0.107,0.913,123.015,288781,4
"10363",1,0.498,0.753,2,-5.61,0.0504,0.551,0,0.0706,0.927,179.9,158053,4
"10364",1,0.986,0.656,6,-5.659,0.0342,0.00213,0.954,0.0985,0.553,125.987,229524,4
"10365",1,0.946,0.441,5,-2.547,0.429,0.117,0,0.926,0.341,117.969,149492,4
"10366",1,0.993,0.74,1,-3.35,0.382,0.118,1.52e-06,0.0929,0.203,120.022,123302,4
"10367",0,0.578,0.485,5,-9.258,0.0446,0.298,0,0.217,0.0656,126.006,140952,4
"10368",1,0.979,0.642,1,-3.309,0.124,0.00173,0.000731,0.412,0.569,150.049,228800,4
"10369",1,0.504,0.63,6,-6.152,0.0334,0.0953,0,0.308,0.487,179.892,249867,4
"10370",0,0.595,0.732,11,-8.044,0.393,0.097,3.25e-05,0.0771,0.312,164.071,145610,4
"10371",1,0.478,0.755,9,-10.351,0.0528,0.0106,0.921,0.0945,0.243,140.015,211699,4
"10372",1,0.553,0.637,1,-8.754,0.145,0.0238,0.166,0.207,0.676,113.25,117124,5
"10373",0,0.445,0.841,0,-4.323,0.0577,0.00245,0.0507,0.0893,0.548,124.004,282581,4
"10374",1,0.804,0.609,11,-7.027,0.139,0.000194,0,0.302,0.414,159.967,160427,4
"10375",1,0.574,0.648,5,-8.685,0.478,0.133,2.55e-06,0.138,0.368,127.906,137267,4
"10376",1,0.951,0.582,7,-7.367,0.0477,0.00138,0.709,0.57,0.259,146.009,480640,4
"10377",0,0.755,0.69,9,-9.333,0.045,0.0039,0.857,0.0852,0.3,124.999,361162,4
"10378",0,0.694,0.739,4,-5.105,0.0667,0.0335,0,0.337,0.549,208.032,152320,4
"10379",0,0.981,0.788,0,-7.36,0.133,0.00999,0.714,0.669,0.338,135,341333,4
"10380",0,0.58,0.716,10,-12.747,0.239,0.0694,6.71e-06,0.906,0.707,198.154,279640,4
"10381",1,0.93,0.804,6,-7.559,0.0612,0.00103,0.896,0.0357,0.96,127.007,366614,4
"10382",1,0.87,0.743,1,-2.188,0.212,0.0595,0,0.299,0.884,99.079,194184,4
"10383",1,0.619,0.833,7,-5.595,0.0538,0.111,2.13e-05,0.159,0.901,109.92,306560,4
"10384",1,0.816,0.859,1,-4.35,0.0789,0.684,8.24e-05,0.171,0.553,138.029,153043,4
"10385",1,0.79,0.735,8,-3.633,0.0643,0.0211,0.0189,0.147,0.173,146.973,109899,4
"10386",0,0.941,0.52,10,-1.952,0.166,0.00371,0.000205,0.475,0.653,149.891,172800,4
"10387",1,0.952,0.46,1,-4.374,0.0844,0.0118,4.45e-06,0.424,0.395,149.916,168450,4
"10388",1,0.56,0.578,8,-9.776,0.406,0.00627,0,0.108,0.272,139.978,155000,4
"10389",0,0.782,0.728,4,-9.153,0.0496,0.00762,0.879,0.176,0.0568,137.044,311120,4
"10390",0,0.641,0.606,0,-5.127,0.0318,0.177,0.00422,0.123,0.391,154.066,170844,4
"10391",0,0.458,0.92,5,-5.643,0.315,0.0171,0,0.107,0.403,132.992,159755,4
"10392",1,0.416,0.661,1,-8.417,0.306,0.14,0,0.227,0.364,194.432,270000,3
"10393",1,0.724,0.553,4,-6.628,0.0708,0.00274,0.000134,0.225,0.296,128.01,190000,4
"10394",0,0.926,0.489,7,-4.689,0.0388,0.0026,0.000382,0.14,0.268,150.054,155200,5
"10395",1,0.673,0.697,6,-7.68,0.347,0.0212,1.18e-06,0.955,0.523,147.246,307133,4
"10396",0,0.675,0.517,10,-7.676,0.0477,0.000813,5.18e-05,0.112,0.469,133.962,175333,4
"10397",1,0.472,0.594,1,-7.74,0.439,0.0389,8.49e-06,0.642,0.891,165.202,200625,4
"10398",0,0.383,0.74,10,-16.654,0.313,0.478,0.0205,0.11,0.38,200.038,129650,4
"10399",0,0.837,0.712,10,-12.495,0.036,0.00339,0.89,0.112,0.149,130.019,358155,4
"10400",0,0.815,0.503,0,-3.953,0.0306,0.337,0,0.348,0.23,149.957,176000,4
"10401",1,0.629,0.682,6,-6.073,0.0252,0.143,0,0.0881,0.227,116.916,188676,4
"10402",0,0.997,0.748,6,-7.36,0.0488,0.0379,0.88,0.101,0.145,128.033,429098,4
"10403",1,0.937,0.612,1,-1.802,0.145,0.0038,0.000158,0.0862,0.291,149.873,224000,4
"10404",1,0.642,0.704,1,-10.11,0.39,0.00704,1.43e-06,0.161,0.72,184.18,209973,4
"10405",0,0.362,0.596,3,-11.879,0.0535,0.735,0.00216,0.654,0.175,132.067,316188,4
"10406",1,0.937,0.752,4,-4.92,0.0531,0.000361,0.586,0.0589,0.846,125.003,199920,4
"10407",0,0.156,0.769,11,-10.7,0.035,0.585,0.015,0.102,0.527,211.9,144733,4
"10408",1,0.437,0.637,4,-13.836,0.322,0.163,0,0.124,0.486,171.477,178678,3
"10409",0,0.592,0.591,1,-8.726,0.0517,0.00441,0,0.127,0.207,149.991,141037,4
"10410",0,0.98,0.45,9,-4.344,0.0874,0.00132,0.314,0.171,0.15,138.014,480235,4
"10411",1,0.947,0.566,7,-4.311,0.418,0.215,0,0.124,0.769,186.017,227213,3
"10412",1,0.379,0.614,4,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
"10413",1,0.664,0.581,6,-7.418,0.0474,0.269,0.104,0.074,0.142,219.876,226920,4
"10414",1,0.893,0.518,8,-4.673,0.0652,0.00031,0,0.151,0.353,131.971,245453,4
"10415",0,0.921,0.477,6,-4.777,0.0392,0.000551,0.0296,0.0575,0.488,150.042,323200,4
"10416",1,0.772,0.341,2,-5.061,0.0429,0.00139,0.00485,0.401,0.144,173.905,223621,4
"10417",0,0.718,0.346,4,-4.313,0.0488,0.00306,0,0.118,0.146,148.826,198200,4
"10418",0,0.901,0.466,6,-5.299,0.199,3.79e-05,0.0472,0.143,0.428,172.065,100070,4
"10419",1,0.719,0.751,1,-4.997,0.161,0.0108,0.000917,0.191,0.65,191.798,213438,4
"10420",0,0.954,0.478,6,-9.122,0.0928,0.063,0.000986,0.309,0.628,137.15,341426,4
"10421",1,0.834,0.687,7,-7.699,0.0823,0.00413,0.893,0.0608,0.055,137.985,481739,4
"10422",1,0.758,0.832,2,-5.2,0.246,0.0524,0,0.251,0.667,154.027,124564,4
"10423",1,0.993,0.475,7,-4.12,0.0684,1.47e-05,0.883,0.167,0.208,143.018,468252,4
"10424",0,0.974,0.291,6,-2.997,0.171,0.0177,5.44e-06,0.886,0.348,134.724,278600,4
"10425",1,0.574,0.83,11,-6.892,0.701,0.281,0,0.124,0.538,143.892,190746,4
"10426",0,0.491,0.677,10,-13.515,0.0524,0.261,0.929,0.0913,0.125,125.002,418067,4
"10427",1,0.642,0.441,5,-13.692,0.0385,0.00924,0.886,0.42,0.0393,129.998,243509,3
"10428",0,0.783,0.782,10,-8.14,0.101,0.226,0.905,0.106,0.04,128.988,629092,3
"10429",1,0.741,0.747,6,-8.747,0.247,0.0628,5.11e-05,0.102,0.412,152.552,177032,4
"10430",1,0.759,0.678,1,-7.986,0.048,0.000305,0.724,0.115,0.367,147.011,448238,4
"10431",0,0.801,0.557,1,-3.602,0.218,0.0125,1.66e-06,0.737,0.654,184.27,213507,4
"10432",1,0.718,0.833,2,-7.118,0.205,0.177,0.0519,0.0888,0.23,110,187233,4
"10433",1,0.81,0.236,0,-5.924,0.0555,0.0507,0.0924,0.458,0.0904,146.572,299200,4
"10434",0,0.756,0.72,1,-4.846,0.44,0.000799,0,0.326,0.548,139.759,277714,4
"10435",1,0.317,0.578,7,-9.567,0.0328,0.877,0,0.132,0.482,164.058,189900,4
"10436",1,0.747,0.574,9,-8.801,0.361,0.04,0,0.934,0.567,160.143,138018,4
"10437",0,0.615,0.782,2,-7.072,0.298,0.0145,0,0.252,0.865,152.109,135800,4
"10438",0,0.832,0.465,8,-5.982,0.0431,0.103,0.00298,0.087,0.272,150.034,199600,4
"10439",1,0.491,0.89,2,-9.343,0.288,0.0138,0.00389,0.11,0.494,154.988,101591,1
"10440",1,0.962,0.713,7,-6.831,0.0642,0.00149,0.775,0.0853,0.218,142.017,399139,4
"10441",0,0.98,0.814,0,-4.34,0.0663,0.0433,0.733,0.635,0.583,122.017,208525,4
"10442",0,0.885,0.829,10,-10.905,0.0936,0.25,0.887,0.112,0.0664,126.016,352256,4
"10443",1,0.965,0.423,2,-2.011,0.166,0.0105,1.01e-05,0.234,0.719,181.128,197133,4
"10444",0,0.938,0.763,2,-5.658,0.161,0.00281,0.251,0.415,0.68,149.961,244998,4
"10445",0,0.802,0.581,0,-4.801,0.171,0.00125,0.27,0.136,0.492,172.995,302000,4
"10446",1,0.769,0.732,2,-8.214,0.0428,0.0238,0.00503,0.259,0.679,128.007,185625,4
"10447",1,0.798,0.775,7,-6.545,0.0885,0.235,0.82,0.165,0.0924,129.962,197538,4
"10448",0,0.818,0.724,11,-9.142,0.0418,6.72e-05,0.912,0.114,0.29,130.019,373094,4
"10449",0,0.512,0.72,4,-13.619,0.0477,0.0082,0.829,0.135,0.0994,130.004,393828,4
"10450",0,0.777,0.789,11,-5.69,0.132,0.0526,0,0.453,0.935,142.109,182535,4
"10451",1,0.817,0.61,6,-8.584,0.0468,0.54,0.00834,0.264,0.329,149.957,225748,4
"10452",0,0.842,0.464,4,-11.24,0.0537,0.000613,0.683,0.0587,0.19,151.95,211593,4
"10453",0,0.552,0.684,3,-6.375,0.206,0.0243,0,0.0694,0.526,180.074,205733,4
"10454",1,0.924,0.819,7,-6.135,0.0874,0.0155,0.639,0.0427,0.683,124.995,238080,4
"10455",0,0.982,0.512,1,-1.013,0.411,0.00496,0.00139,0.534,0.262,145.047,217850,4
"10456",1,0.457,0.602,0,-9.392,0.119,0.0155,0.0028,0.0935,0.046,165.814,188274,4
"10457",0,0.87,0.425,11,-5.699,0.0825,0.00527,0,0.405,0.314,150.111,156162,4
"10458",1,0.905,0.555,2,-8.287,0.184,0.0023,4.01e-05,0.616,0.328,145.965,139424,4
"10459",1,0.493,0.734,0,-7.528,0.308,0.0467,0,0.0477,0.562,172.086,233750,4
"10460",1,0.989,0.638,2,-6.095,0.0554,0.000154,0.825,0.306,0.468,150.002,419200,4
"10461",0,0.727,0.75,5,-4.21,0.142,0.0189,0,0.266,0.359,129.993,262173,4
"10462",0,0.744,0.78,7,-7.77,0.0667,0.00311,0.867,0.102,0.497,125.01,434000,4
"10463",1,0.802,0.649,7,-13.743,0.0559,0.299,0.908,0.111,0.0641,129.998,475429,4
"10464",1,0.398,0.956,1,-8.748,0.168,0.00595,0.00129,0.0968,0.391,125.007,277934,4
"10465",0,0.962,0.575,6,-1.168,0.324,0.0866,3.44e-06,0.499,0.203,155.06,199134,4
"10466",0,0.502,0.283,2,-7.424,0.0472,0.0105,0.839,0.123,0.0389,139.524,353192,4
"10467",0,0.82,0.414,0,-6.462,0.0466,0.207,3.79e-05,0.135,0.104,128.059,213750,4
"10468",0,0.975,0.432,11,-0.251,0.0399,0.000197,0.00694,0.54,0.16,173.925,322796,4
"10469",1,0.72,0.641,11,-4.326,0.0552,0.0102,0,0.154,0.578,155.938,222027,4
"10470",0,0.612,0.802,4,-13.067,0.0775,0.000125,0.938,0.117,0.0976,126.988,245368,4
"10471",0,0.982,0.393,11,-11.654,0.115,0.000363,0.922,0.368,0.0481,137.981,222641,4
"10472",0,0.933,0.495,10,-3.442,0.0392,0.163,0.603,0.126,0.36,174.04,331034,4
"10473",1,0.916,0.572,6,-2.664,0.135,0.0666,0.00916,0.125,0.139,175.07,298971,4
"10474",1,0.71,0.897,1,-5.2,0.281,0.00125,0.000302,0.135,0.796,180.008,127981,4
"10475",0,0.515,0.644,9,-11.274,0.143,0.589,0.00522,0.0847,0.519,144.072,233880,4
"10476",1,0.96,0.726,0,-6.948,0.0473,0.00119,0.844,0.58,0.12,138.004,443478,4
"10477",1,0.901,0.766,1,-2.764,0.128,0.104,7.15e-06,0.0924,0.215,129.993,167158,4
"10478",0,0.295,0.659,11,-8.528,0.0322,0.426,6.95e-05,0.0795,0.36,148.074,277297,4
"10479",1,0.618,0.663,8,-10.447,0.0391,0.0465,0.000711,0.259,0.15,119.989,144048,4
"10480",1,0.658,0.443,1,-7.097,0.0353,0.000453,0,0.128,0.28,190.03,144534,4
"10481",0,0.57,0.808,0,-7.054,0.0823,0.197,0,0.108,0.491,200.064,183398,4
"10482",1,0.429,0.935,1,-6.697,0.118,0.0308,0,0.102,0.0769,139.987,123481,4
"10483",1,0.766,0.457,7,-6.16,0.357,0.383,0,0.292,0.552,149.204,248987,3
"10484",0,0.952,0.48,2,-5.46,0.04,0.00377,0.628,0.497,0.62,136.99,477591,4
"10485",1,0.685,0.378,7,-5.528,0.0434,0.0617,1.71e-06,0.128,0.511,149.915,220588,5
"10486",0,0.925,0.792,10,-6.164,0.045,0.000298,0.646,0.0439,0.269,126.005,192381,4
"10487",1,0.88,0.64,1,-4.061,0.0758,0.0819,0,0.0785,0.617,150.071,180800,4
"10488",1,0.316,0.832,9,-15.258,0.063,0.411,6.59e-05,0.258,0.329,116.973,227260,4
"10489",1,0.8,0.81,0,-9.593,0.0605,0.0025,0.789,0.0944,0.28,125.005,339839,4
"10490",0,0.8,0.475,7,-4.392,0.0377,0.00196,0.0107,0.0852,0.183,174.984,257829,4
"10491",1,0.806,0.821,0,-3.775,0.203,0.288,0.00192,0.116,0.116,140.064,111542,4
"10492",0,0.803,0.592,11,-5.951,0.0491,0.0271,0.00014,0.067,0.0894,127.959,238997,4
"10493",0,0.62,0.596,5,-6.133,0.039,0.0122,0,0.82,0.102,80.029,271600,4
"10494",0,0.749,0.665,5,-6.526,0.0834,0.0375,1.95e-06,0.0837,0.701,146.886,191129,4
"10495",0,0.878,0.933,8,-5.08,0.0791,0.0884,0,0.0833,0.409,123.025,125122,4
"10496",0,0.978,0.639,6,-8.621,0.0881,0.000374,0.881,0.103,0.308,140.013,368799,4
"10497",1,0.83,0.518,9,-7.98,0.0351,0.00011,0.886,0.356,0.229,137.988,373913,4
"10498",1,0.907,0.461,1,-4.784,0.0601,0.021,0,0.145,0.429,201.926,194267,4
"10499",0,0.834,0.363,9,-2.826,0.0436,0.0629,0,0.164,0.275,161.972,250311,4
"10500",0,0.46,0.807,6,-8.579,0.0636,0.00393,0.89,0.0861,0.0444,120.991,447917,4
"10501",0,0.622,0.728,10,-9.905,0.0384,0.0768,3.19e-06,0.118,0.111,112.082,210000,4
"10502",1,0.644,0.875,1,-6.554,0.222,0.267,0,0.125,0.788,139.086,240682,4
"10503",0,0.792,0.421,1,-4.697,0.0394,0.0397,0,0.372,0.282,149.967,194811,4
"10504",0,0.932,0.297,1,-3.324,0.167,0.000487,0.782,0.471,0.23,145.318,193000,4
"10505",1,0.549,0.925,7,-6.572,0.0656,0.396,0.000154,0.11,0.0904,200.028,183160,4
"10506",1,0.787,0.744,7,-8.871,0.0735,5.35e-05,0.0956,0.19,0.414,124.032,210968,4
"10507",1,0.698,0.581,11,-4.735,0.101,0.00534,0.728,0.107,0.342,174.01,294437,4
"10508",1,0.986,0.602,0,-0.563,0.531,0.0101,0.00219,0.315,0.0464,150.052,214000,4
"10509",0,0.977,0.328,6,-0.335,0.158,0.00038,0.286,0.281,0.436,150.052,261001,4
"10510",1,0.991,0.383,2,-7.345,0.0726,0.00263,0.929,0.719,0.314,139.953,227999,4
"10511",0,0.957,0.517,6,-6.241,0.0394,1.5e-05,0.738,0.104,0.478,148.013,449189,4
"10512",1,0.813,0.688,7,-4.781,0.26,0.0194,0,0.56,0.596,119.9,131333,4
"10513",1,0.965,0.72,10,-3.949,0.256,0.0278,0.157,0.113,0.475,159.984,197862,4
"10514",0,0.91,0.358,2,-3.883,0.294,0.308,0,0.179,0.554,168.249,354355,4
"10515",0,0.977,0.783,11,-4.882,0.0867,0.000338,0.677,0.0391,0.516,127.031,366614,4
"10516",1,0.517,0.44,0,-7.355,0.363,0.428,0,0.173,0.475,147.762,249027,4
"10517",0,0.67,0.687,1,-11.305,0.36,0.335,1.71e-06,0.449,0.442,184.756,228650,4
"10518",1,0.931,0.708,2,-8.898,0.0426,1.63e-05,0.914,0.106,0.111,129.999,310820,4
"10519",1,0.898,0.717,7,-7.52,0.0424,0.000228,0.884,0.16,0.127,137.024,480000,4
"10520",1,0.676,0.808,4,-4.902,0.223,0.0618,2.68e-06,0.11,0.0763,144.018,144973,4
"10521",0,0.722,0.829,11,-11.766,0.256,0.0243,0.741,0.126,0.429,140.02,280079,4
"10522",0,0.655,0.733,4,-7.574,0.0472,0.0246,0,0.156,0.265,138.023,227067,4
"10523",1,0.87,0.831,0,-3.084,0.155,0.0169,0.000588,0.106,0.782,139.97,106341,4
"10524",0,0.913,0.585,9,-2.673,0.0462,0.109,1.1e-05,0.0829,0.21,149.967,209600,4
"10525",1,0.544,0.303,8,-11.672,0.0386,0.175,0.907,0.111,0.224,129.875,236308,4
"10526",1,0.594,0.795,0,-6.2,0.0747,0.111,0,0.162,0.409,135.002,275080,4
"10527",0,0.474,0.783,10,-14.995,0.171,0.0108,0.632,0.11,0.233,124.997,520320,4
"10528",0,0.882,0.457,2,-4.92,0.0529,0.000654,0,0.332,0.281,184.192,209627,4
"10529",0,0.755,0.76,6,-4.735,0.19,0.0163,2.95e-06,0.0909,0.517,203.986,171647,4
"10530",1,0.862,0.556,6,-6.812,0.0305,0.0355,0.343,0.105,0.0879,136.012,365294,4
"10531",1,0.964,0.728,7,-5.943,0.0436,0.0036,0.882,0.719,0.0983,135.001,534647,4
"10532",1,0.957,0.34,5,-4.116,0.168,0.00527,0.127,0.976,0.218,150.317,206549,4
"10533",0,0.901,0.457,10,-2.711,0.038,0.00269,0.669,0.809,0.31,174.012,313333,4
"10534",0,0.755,0.691,4,-4.229,0.237,0.0563,0.00072,0.261,0.331,179.954,186667,4
"10535",0,0.381,0.488,3,-8.095,0.0498,0.605,0.0872,0.0776,0.217,140.941,113270,4
"10536",0,0.94,0.463,5,-3.748,0.0688,0.00238,0.535,0.116,0.0386,174.025,288276,4
"10537",0,0.903,0.828,6,-5.241,0.0935,0.00339,0.693,0.256,0.96,130.007,159231,4
"10538",0,0.614,0.252,6,-10.314,0.0386,0.0646,0.0748,0.596,0.25,189.596,195529,4
"10539",1,0.984,0.627,11,-5.237,0.0455,1.83e-05,0.903,0.371,0.217,148.995,448610,4
"10540",0,0.802,0.572,5,-5.286,0.0412,0.0125,0.000101,0.135,0.555,174.03,193103,4
"10541",0,0.856,0.542,9,-4.803,0.0414,0.00546,0.000306,0.248,0.332,150.09,190400,4
"10542",0,0.789,0.469,9,-5.203,0.0457,2.56e-05,0,0.308,0.695,146.005,193693,4
"10543",1,0.776,0.674,2,-7.412,0.0512,0.449,0.00204,0.128,0.185,159.967,132000,4
"10544",0,0.696,0.376,0,-4.785,0.0949,0.141,0,0.11,0.303,169.515,209440,4
"10545",0,0.92,0.437,11,-7.298,0.0469,0.00178,0.484,0.365,0.178,135.983,236522,4
"10546",0,0.976,0.509,5,-3.242,0.055,0.00152,0.058,0.41,0.344,149.988,261600,4
"10547",0,0.653,0.951,3,-6.401,0.162,0.0582,0.47,0.223,0.688,122.01,256069,4
"10548",0,0.913,0.498,0,-4.805,0.0446,0.000904,0,0.0902,0.45,178.718,187667,4
"10549",0,0.487,0.483,5,-10.294,0.303,0.0402,0,0.12,0.369,159.124,272842,4
"10550",0,0.962,0.521,7,-3.28,0.0961,0.0241,0.0221,0.327,0.582,150.044,204400,4
"10551",1,0.68,0.929,9,-8.552,0.0723,0.0265,0.00354,0.0489,0.891,126.985,172285,4
"10552",1,0.801,0.555,1,-4.067,0.052,0.000525,0.243,0.269,0.0617,150.95,232800,4
"10553",0,0.61,0.576,1,-10.274,0.0464,0.000469,0,0.0822,0.164,140.005,106000,4
"10554",1,0.586,0.732,8,-6.64,0.0663,0.0512,0,0.0732,0.536,132.016,109653,4
"10555",0,0.948,0.497,1,-2.913,0.0948,0.0282,0,0.0785,0.376,148.185,226433,4
"10556",0,0.416,0.647,10,-6.176,0.0448,0.289,0,0.0919,0.322,129.895,165486,4
"10557",0,0.803,0.674,10,-6.464,0.152,0.0791,0.000495,0.405,0.547,159.963,196937,4
"10558",0,0.938,0.324,6,-7.332,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4
"10559",0,0.884,0.443,10,-3.694,0.0945,0.204,0.0276,0.18,0.266,150.081,207063,3
"10560",1,0.629,0.756,7,-10.575,0.0514,0.00214,0.915,0.0711,0.179,123.998,450915,4
"10561",0,0.428,0.643,10,-12.761,0.0867,0.374,0.00284,0.11,0.0854,160.154,183045,4
"10562",0,0.77,0.687,6,-5.133,0.185,0.0575,0,0.632,0.822,186.04,177782,4
"10563",1,0.478,0.883,8,-10.306,0.236,0.401,0,0.0694,0.768,121.035,134380,4
"10564",1,0.928,0.736,1,-3.866,0.24,0.00203,0.000773,0.107,0.307,140.069,183500,4
"10565",1,0.856,0.458,9,-4.81,0.0798,0.0122,0.754,0.0916,0.133,149.391,346809,4
"10566",0,0.823,0.518,5,-8.278,0.038,0.000152,0.919,0.676,0.0648,130.204,162253,4
"10567",0,0.822,0.683,6,-7.406,0.0552,0.00113,0.764,0.88,0.372,142.024,375211,4
"10568",0,0.726,0.458,10,-8.476,0.0694,1.18e-05,0.898,0.18,0.461,149.84,63716,4
"10569",0,0.867,0.475,10,-5.139,0.0431,0.000385,0.58,0.102,0.211,173.995,311059,4
"10570",0,0.515,0.567,6,-10.265,0.247,0.354,0,0.078,0.321,120.1,224000,1
"10571",0,0.756,0.544,9,-4.365,0.033,0.0127,0,0.187,0.0902,125.278,272400,4
"10572",1,0.556,0.674,1,-10.109,0.149,0.636,0,0.122,0.625,119.969,176901,4
"10573",0,0.656,0.741,10,-8.457,0.0577,0.0171,0.693,0.0737,0.461,124.98,217942,4
"10574",1,0.936,0.679,2,-2.228,0.304,0.00971,0.000182,0.197,0.622,167.042,126467,4
"10575",0,0.643,0.784,10,-9.55,0.0613,0.00788,0.93,0.0995,0.105,129.997,522462,4
"10576",0,0.77,0.773,6,-8.125,0.0506,0.00234,0.901,0.0759,0.0353,127.009,426668,4
"10577",1,0.54,0.911,1,-7.016,0.223,0.0731,0.000123,0.0768,0.87,194.828,251800,4
"10578",0,0.716,0.899,11,-6.592,0.343,0.182,0,0.191,0.657,140.038,164624,4
"10579",1,0.338,0.665,7,-12.385,0.0661,0.000237,0.926,0.112,0.602,129.994,362000,4
"10580",1,0.731,0.857,1,-6.354,0.0754,0.0822,0.000364,0.324,0.609,140.002,152880,4
"10581",1,0.947,0.714,1,-2.052,0.156,0.0011,3.29e-05,0.312,0.635,150.03,251200,4
"10582",1,0.746,0.725,8,-7.734,0.113,0.0491,0,0.105,0.154,159.589,124155,4
"10583",0,0.449,0.374,4,-14.275,0.0325,0.469,0.921,0.101,0.0374,139.591,332651,4
"10584",1,0.77,0.756,1,-3.502,0.0343,0.191,0,0.178,0.73,119.961,246467,4
"10585",0,0.956,0.553,7,-3.321,0.0496,0.00202,0.0186,0.275,0.826,149.977,209744,4
"10586",0,0.891,0.509,4,-5.524,0.23,0.25,0,0.123,0.152,154.327,261699,4
"10587",1,0.538,0.58,0,-11.99,0.191,0.0875,0.209,0.309,0.298,140.029,256140,4
"10588",1,0.916,0.518,3,-3.858,0.0454,0.000148,0,0.291,0.646,109.864,238880,4
"10589",0,0.962,0.47,9,-7.336,0.0604,4.24e-05,0.75,0.389,0.314,140.002,474858,4
"10590",0,0.421,0.947,5,-8.864,0.166,0.0286,7.17e-05,0.116,0.308,200.012,182410,4
"10591",1,0.791,0.828,6,-8.67,0.104,0.000317,0.219,0.0548,0.788,124.998,234775,4
"10592",1,0.585,0.723,1,-6.496,0.0471,0.0121,0,0.325,0.485,134.071,299800,4
"10593",0,0.959,0.404,5,-0.442,0.32,0.219,0,0.471,0.28,118.848,201582,4
"10594",1,0.763,0.707,7,-16.694,0.0604,0.00377,0.862,0.634,0.183,150.001,484733,4
"10595",0,0.84,0.577,11,-6.956,0.0386,0.00951,0.342,0.191,0.125,143.989,246680,4
"10596",0,0.892,0.616,9,-8.253,0.0892,0.0159,0.816,0.137,0.233,130.377,309220,4
"10597",1,0.734,0.575,2,-4.949,0.057,0.0757,0,0.241,0.494,167.972,179827,4
"10598",1,0.88,0.456,5,-2.057,0.0331,0.000687,0.899,0.144,0.0451,174.99,358629,4
"10599",1,0.875,0.174,7,-4.954,0.0901,0.0196,0.433,0.269,0.0647,150.048,195212,4
"10600",1,0.978,0.412,2,-3.076,0.123,4.75e-05,0,0.168,0.353,151.991,222093,4
"10601",1,0.525,0.806,9,-13.166,0.325,0.149,2.56e-06,0.297,0.473,191.734,327973,4
"10602",0,0.978,0.435,5,-4.889,0.0685,0.0283,0.661,0.0944,0.54,150.036,359204,4
"10603",1,0.42,0.818,1,-6.149,0.383,0.145,0,0.101,0.141,195.996,140510,4
"10604",0,0.698,0.492,5,-2.801,0.184,0.292,0,0.0989,0.749,189.18,222213,4
"10605",1,0.553,0.926,5,-8.053,0.152,0.403,0.00115,0.0663,0.83,104.98,146286,4
"10606",1,0.747,0.819,9,-7.439,0.0587,0.00326,0.0017,0.0847,0.372,134.999,135326,4
"10607",0,0.798,0.773,10,-9.951,0.0829,0.294,0.82,0.0966,0.0535,128.031,551250,4
"10608",0,0.754,0.496,4,-5.48,0.32,0.00321,0,0.259,0.749,153.118,313680,4
"10609",0,0.693,0.821,6,-10.199,0.0812,0.0333,0.819,0.0724,0.703,125.974,399023,4
"10610",0,0.661,0.703,7,-7.359,0.0408,0.0112,0.836,0.118,0.11,140.023,360862,4
"10611",1,0.378,0.78,7,-11.48,0.465,0.198,0,0.0782,0.577,189.794,317800,4
"10612",0,0.811,0.499,0,-4.72,0.0316,0.2,0,0.088,0.397,150.085,200000,4
"10613",1,0.851,0.72,0,-7.465,0.0451,0.0408,0.00146,0.203,0.176,127.987,169224,4
"10614",0,0.315,0.781,9,-15.286,0.0496,0.0896,0.555,0.11,0.246,119.989,192010,5
"10615",1,0.628,0.804,10,-4.563,0.0454,0.00879,0.123,0.079,0.188,148.003,116936,4
"10616",0,0.423,0.899,11,-12.757,0.125,0.432,0.91,0.0863,0.362,128.001,397500,4
"10617",0,0.909,0.799,11,-6.041,0.0537,0.0108,0.831,0.107,0.514,123.979,196162,4
"10618",1,0.829,0.72,1,-4.127,0.241,0.447,0,0.168,0.524,180.098,207386,4
"10619",1,0.887,0.807,9,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4
"10620",1,0.832,0.675,5,-7.017,0.0994,0.000219,0.927,0.0543,0.133,174.022,319280,4
"10621",1,0.947,0.712,1,-0.805,0.216,0.00521,0.00365,0.131,0.418,145.008,245379,4
"10622",0,0.694,0.813,8,-7.869,0.113,0.176,3.77e-06,0.0641,0.194,109.962,115957,4
"10623",1,0.91,0.7,6,-0.817,0.229,0.114,0.000584,0.0864,0.288,130.009,138057,4
"10624",0,0.606,0.616,8,-5.636,0.0332,0.00826,0.000208,0.176,0.0919,208.368,301896,4
"10625",0,0.546,0.928,8,-7.713,0.344,0.178,0,0.134,0.432,104.98,145143,4
"10626",0,0.31,0.815,6,-14.365,0.311,0.244,0.00134,0.158,0.598,134.227,296360,4
